First line of second CSV;;;;;;;;;;;;;;;;;;
Date/Time Generated;2/20/19 4:39 AM;;;;;;;;;;;;;;;;;
Report Time Zone;Europe/Paris;;;;;;;;;;;;;;;;;
Account ID;743372;;;;;;;;;;;;;;;;;
Date Range;2/19/19 - 2/19/19;;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Orange Internet (8364571);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Orange Mobile (8365738);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Sosh Internet (8364841);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Sosh Mobile (8364118);;;;;;;;;;;;;;;;;
MRC Accredited Metrics;None;;;;;;;;;;;;;;;;;
Report Fields;;;;;;;;;;;;;;;;;;
Header of second CSV at line 12;Placement;Date;DBM Cost (Account Currency);OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-terminal _2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_fidelisation-terminal_2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-forfait-multi-ligne_2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-forfait_2018-01: Total Conversions;SH-Mobile_2018-01_Sales : sh_mobile_cv_acquisition-offre-mobile_2018-01: Total Conversions;SH-Mobile_2018-01_Sales : sh_mobile_cv_acquisition-terminal _2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-acquisition-internet-fibre_2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-migration-xdsl-vers-fibre_2018-01: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_acquisition-open-fibre_2018-05: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_migration-open-xdsl-vers-fibre_2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-acquisition-internet-xdsl_2018-01: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_acquisition-open-xdsl_2018-01: Total Conversions;SH-Mobile-Livebox_2018-01_Sales : sh_mobile-livebox_cv_acq-offre-convergente_2018-01: Total Conversions;SH-Box-Internet_2018-08_Sales : sh_box-internet_cv_confirmation-acquisition-internet-adsl_2018-08: Total Conversions;SH-Box-Internet_2018-08_Sales : sh_box-internet_cv_confirmation-acquisition-internet-fibre_2018-10: Total Conversions
FR Orange Internet;22186586_tradelab_acquisition-fibre_std_728x90_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;19.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186586_tradelab_acquisition-fibre_std_728x90_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique__or-fai_kpi1-acquisition-bb;19/02/2019;2.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186586_tradelab_acquisition-fibre_std_728x90_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;7.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186586_tradelab_acquisition-fibre_std_970x250_cpm_web_dis-eve_prosp_npa_lookalike_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;5.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186586_tradelab_acquisition-fibre_std_970x250_cpm_web_dis-eve_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;1.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186586_tradelab_acquisition-fibre_std_970x250_cpm_web_dis-eve_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;0.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186586_tradelab_acquisition-fibre_std_970x250_cpm_web_dis-eve_prosp_npa_profiling_dbm_3rd-semantique__or-fai_kpi1-acquisition-bb;19/02/2019;0.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186586_tradelab_acquisition-fibre_std_970x250_cpm_web_dis-eve_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;5.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_pcc_multi-format-native1_cpm_mob_dis-nat_rtg_npa_retargeting_dbm_1st-tms_or-fai_kpi1-acquisition-bb;19/02/2019;4.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_pcc_multi-format-native1_cpm_web_dis-nat_rtg_npa_retargeting_dbm_1st-tms_or-fai_kpi1-acquisition-bb;19/02/2019;15.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_pcc_multi-format-native2_cpm_mob_dis-nat_rtg_npa_retargeting_dbm_1st-tms_or-fai_kpi1-acquisition-bb;19/02/2019;3.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_pcc_multi-format-native2_cpm_web_dis-nat_rtg_npa_retargeting_dbm_1st-tms_or-fai_kpi1-acquisition-bb;19/02/2019;14.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_pcc_multi-format-native3_cpm_mob_dis-nat_rtg_npa_retargeting_dbm_1st-tms_or-fai_kpi1-acquisition-bb;19/02/2019;4.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_pcc_multi-format-native3_cpm_web_dis-nat_rtg_npa_retargeting_dbm_1st-tms_or-fai_kpi1-acquisition-bb;19/02/2019;5.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_std_120x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms__or-fai_kpi1-acquisition-bb;19/02/2019;1.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_std_160x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms__or-fai_kpi1-acquisition-bb;19/02/2019;22.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_std_1800x1000_cpm_web_dis-eve_rtg_npa_retargeting_dbm_1st-tms__or-fai_kpi1-acquisition-bb;19/02/2019;15.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_std_300x250_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms__or-fai_kpi1-acquisition-bb;19/02/2019;54.64;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_std_300x250_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms__or-fai_kpi1-acquisition-bb;19/02/2019;16.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_std_300x50_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms__or-fai_kpi1-acquisition-bb;19/02/2019;9.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_std_300x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms__or-fai_kpi1-acquisition-bb;19/02/2019;10.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_std_320x480_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms__or-fai_kpi1-acquisition-bb;19/02/2019;6.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_std_320x50_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms__or-fai_kpi1-acquisition-bb;19/02/2019;24.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_std_728x90_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms__or-fai_kpi1-acquisition-bb;19/02/2019;11.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22186966_tradelab_acquisition-fibre_std_970x250_cpm_web_dis-eve_rtg_npa_retargeting_dbm_1st-tms__or-fai_kpi1-acquisition-bb;19/02/2019;6.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native1_cpm_mob_dis-nat_prosp_npa_lookalike_dbm___or-fai_kpi1-acquisition-bb;19/02/2019;3.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native1_cpm_mob_dis-nat_prosp_npa_profiling_dbm_2nd-tl___or-fai_kpi1-acquisition-bb;19/02/2019;9.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native1_cpm_mob_dis-nat_prosp_npa_profiling_dbm_3rd-semantique___or-fai_kpi1-acquisition-bb;19/02/2019;7.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native1_cpm_mob_dis-nat_prosp_npa_prospectionalgo_dbm___or-fai_kpi1-acquisition-bb;19/02/2019;0.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native1_cpm_web_dis-nat_prosp_npa_lookalike_dbm___or-fai_kpi1-acquisition-bb;19/02/2019;7.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native1_cpm_web_dis-nat_prosp_npa_profiling_dbm_2nd-tl___or-fai_kpi1-acquisition-bb;19/02/2019;3.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native1_cpm_web_dis-nat_prosp_npa_profiling_dbm_3rd-semantique___or-fai_kpi1-acquisition-bb;19/02/2019;29.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native1_cpm_web_dis-nat_prosp_npa_prospectionalgo_dbm___or-fai_kpi1-acquisition-bb;19/02/2019;25.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native2_cpm_mob_dis-nat_prosp_npa_lookalike_dbm___or-fai_kpi1-acquisition-bb;19/02/2019;3.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native2_cpm_mob_dis-nat_prosp_npa_profiling_dbm_2nd-tl___or-fai_kpi1-acquisition-bb;19/02/2019;3.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native2_cpm_mob_dis-nat_prosp_npa_profiling_dbm_3rd-semantique___or-fai_kpi1-acquisition-bb;19/02/2019;27.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native2_cpm_mob_dis-nat_prosp_npa_prospectionalgo_dbm___or-fai_kpi1-acquisition-bb;19/02/2019;0.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native2_cpm_web_dis-nat_prosp_npa_lookalike_dbm___or-fai_kpi1-acquisition-bb;19/02/2019;7.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native2_cpm_web_dis-nat_prosp_npa_profiling_dbm_2nd-tl___or-fai_kpi1-acquisition-bb;19/02/2019;10.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native2_cpm_web_dis-nat_prosp_npa_profiling_dbm_3rd-semantique___or-fai_kpi1-acquisition-bb;19/02/2019;15.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native2_cpm_web_dis-nat_prosp_npa_prospectionalgo_dbm___or-fai_kpi1-acquisition-bb;19/02/2019;0.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native3_cpm_mob_dis-nat_prosp_npa_lookalike_dbm___or-fai_kpi1-acquisition-bb;19/02/2019;20.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native3_cpm_mob_dis-nat_prosp_npa_profiling_dbm_2nd-tl___or-fai_kpi1-acquisition-bb;19/02/2019;6.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native3_cpm_mob_dis-nat_prosp_npa_profiling_dbm_3rd-semantique___or-fai_kpi1-acquisition-bb;19/02/2019;20.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native3_cpm_mob_dis-nat_prosp_npa_prospectionalgo_dbm___or-fai_kpi1-acquisition-bb;19/02/2019;0.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native3_cpm_web_dis-nat_prosp_npa_lookalike_dbm___or-fai_kpi1-acquisition-bb;19/02/2019;8.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native3_cpm_web_dis-nat_prosp_npa_profiling_dbm_2nd-tl___or-fai_kpi1-acquisition-bb;19/02/2019;2.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native3_cpm_web_dis-nat_prosp_npa_profiling_dbm_3rd-semantique___or-fai_kpi1-acquisition-bb;19/02/2019;23.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_pcc_multi-format-native3_cpm_web_dis-nat_prosp_npa_prospectionalgo_dbm___or-fai_kpi1-acquisition-bb;19/02/2019;0.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_120x600_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;1.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_120x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;2.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_120x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;1.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_120x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique__or-fai_kpi1-acquisition-bb;19/02/2019;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_120x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;0.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_160x600_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;1.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_160x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;4.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_160x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;3.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_160x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique__or-fai_kpi1-acquisition-bb;19/02/2019;5.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_160x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;2.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x250_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;2.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x250_cpm_mob_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;5.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x250_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;6.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x250_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique__or-fai_kpi1-acquisition-bb;19/02/2019;1.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x250_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;0.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x250_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;10.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;4.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;3.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique__or-fai_kpi1-acquisition-bb;19/02/2019;5.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x250_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;6.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x50_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;0.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;0.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;6.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique__or-fai_kpi1-acquisition-bb;19/02/2019;0.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x50_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;6.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x600_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;23.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;19.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;2.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique__or-fai_kpi1-acquisition-bb;19/02/2019;15.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_300x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;17.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_320x50_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ __or-fai_kpi1-acquisition-bb;19/02/2019;3.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_320x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_2nd-tl__or-fai_kpi1-acquisition-bb;19/02/2019;2.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_320x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique__or-fai_kpi1-acquisition-bb;19/02/2019;9.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00
FR Orange Internet;22202270_tradelab_odr_std_320x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique__or-fai_kpi1-acquisition-bb;19/02/2019;1.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
