First line of second CSV;;;;;;;;;;;;;;;;;;
Date/Time Generated;2/20/19 4:39 AM;;;;;;;;;;;;;;;;;
Report Time Zone;Europe/Paris;;;;;;;;;;;;;;;;;
Account ID;743372;;;;;;;;;;;;;;;;;
Date Range;2/19/19 - 2/19/19;;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Orange Internet (8364571);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Orange Mobile (8365738);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Sosh Internet (8364841);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Sosh Mobile (8364118);;;;;;;;;;;;;;;;;
MRC Accredited Metrics;None;;;;;;;;;;;;;;;;;
Report Fields;;;;;;;;;;;;;;;;;;
Header of second CSV at line 12;Placement;Date;DBM Cost (Account Currency);OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-terminal _2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_fidelisation-terminal_2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-forfait-multi-ligne_2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-forfait_2018-01: Total Conversions;SH-Mobile_2018-01_Sales : sh_mobile_cv_acquisition-offre-mobile_2018-01: Total Conversions;SH-Mobile_2018-01_Sales : sh_mobile_cv_acquisition-terminal _2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-acquisition-internet-fibre_2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-migration-xdsl-vers-fibre_2018-01: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_acquisition-open-fibre_2018-05: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_migration-open-xdsl-vers-fibre_2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-acquisition-internet-xdsl_2018-01: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_acquisition-open-xdsl_2018-01: Total Conversions;SH-Mobile-Livebox_2018-01_Sales : sh_mobile-livebox_cv_acq-offre-convergente_2018-01: Total Conversions;SH-Box-Internet_2018-08_Sales : sh_box-internet_cv_confirmation-acquisition-internet-adsl_2018-08: Total Conversions;SH-Box-Internet_2018-08_Sales : sh_box-internet_cv_confirmation-acquisition-internet-fibre_2018-10: Total Conversions
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_120x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_120x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;0.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_120x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;0.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_120x600-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;3.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;0.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;0.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;0.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_120x600-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;3.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;1.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;18.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;0.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_160x600-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;12.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;0.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;18.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;0.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_160x600-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;13.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit1_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;6.32;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit1_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;15.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit1_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;2.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit1_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;2.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;2.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;6.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;5.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;22.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit2_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;5.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit2_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;15.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit2_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;2.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit2_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;3.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;2.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;6.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;5.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x250-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;18.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x50-kit1_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;3.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x50-kit1_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;4.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x50-kit1_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;0.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x50-kit1_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x50-kit2_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;3.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x50-kit2_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;3.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x50-kit2_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;0.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x50-kit2_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;3.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;5.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;4.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;19.85;0.00;0.00;0.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;2.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;5.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;4.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;23.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_320x50-kit1_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;28.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_320x50-kit1_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;26.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_320x50-kit1_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;3.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_320x50-kit1_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_320x50-kit2_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;6.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_320x50-kit2_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;25.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_320x50-kit2_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;3.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_320x50-kit2_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;2.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;2.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;2.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;6.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;6.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;13.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;3.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;2.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;6.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;6.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186921_tradelab_fil-rouge-1999_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;13.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22186992_tradelab_promo-1999_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_120x600-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi2-acquisition-mobile;19/02/2019;0.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_120x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi2-acquisition-mobile;19/02/2019;0.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_120x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi2-acquisition-mobile;19/02/2019;1.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Mobile;22195409_tradelab_fil-rouge-499_std_120x600-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi2-acquisition-mobile;19/02/2019;0.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
